0,10:30〜10:45,Mr.HandsMen,Musik Spiel
0,10:45〜10:55,いろは,LaVoce
0,10:55〜11:05,Luce,Choco Crunch
0,11:05〜11:15,ソラマチラウド,
0,11:15〜11:25,わたがし,BeBap!
0,11:25〜11:40,Mirage,Choco Crunch
0,12:00〜12:15,甲州街道,Do it your voice
0,12:15〜12:25,DOBERMAN,EmoHill
0,12:25〜12:35,じゃばら,TheFirstCry
0,12:35〜12:45,βlue,Choco Crunch
0,12:45〜12:55,chute the chute,TheFirstCry
0,12:55〜13:10,Zark,L'arbre de Harmonie
0,13:30〜13:40,あやねと僕,L'arbre de Harmonie
0,13:40〜13:50,Tarte,鳴声刺心
0,13:50〜14:00,朱音,Choco Crunch
0,14:00〜14:10,ノブナガ,鳴声刺心
0,14:10〜14;20,CHAPS,del mundo
0,14:20〜14:30,Eysenck,T.o.N.E.
0,14:30〜14:40,E&BYE,
0,15:00〜15:10,ギャロバン,鳴声刺心
0,15:10〜15:20,Spooky,BeBap!
0,15:20〜15:30,Chardonnay,L'arbre de Harmonie
0,15:30〜15:40,泡沫,CrazyClef
0,15:40〜15;50,きょとーん,
0,15:50〜16:00,Dolce,L'arbre de Harmonie
0,16:00〜16:10,moxy,Street Corner Symphony
0,16:30〜16:40,天邪鬼,Choco Crunch
0,16:40〜16:50,Pampers,inspiritual voices
0,16:50〜17:00,wannabe!,Ｍusik Spiel
0,17:00〜17:15,鼻から団子,Choco Crunch
1,10:00〜10:10,渡里ロード走り隊,Doo-wop
1,10:10〜10:20,：）,ハモハモ
1,10:20〜10:30,Forget-me-not,アカペラシンガーズK.O.E.
1,10:30〜10:45,ARY-TONE,Infini
1,10:45〜10:55,Coupy,
1,10:55〜11:05,ELFIN,das Lied
1,11:05〜11:15,ぴったんコード,Street Corner Symphony
1,11:15〜11:25,だちばん,LaVoce
1,11:25〜11:40,はたらけ!!歌激団,
1,12:00〜12:15,orion,Sol-fa
1,12:15〜12:25,Cozy Corner,TheFirstCry
1,12:25〜12:35,奏音〜KANADE〜,カラフル
1,12:35〜12:45,くわとろん,WALKMEN
1,12:45〜12:55,まるだし桃まんじゅう,えどむらさき
1,12:55〜13:10,KaPie,Infini
1,13:30〜13:40,Humans,stairways
1,13:40〜13:50,DeA5STINI,L’arbre de Harmonie
1,13:50〜14:00,かぐや姫,Musik Spiel
1,14:00〜14:10,うたかた,SoundArts
1,14:10〜14;20,full house,アカペラシンガーズK.O.E.
