0,10:30〜10:45,つばさキャベツ,
0,10:45〜10:55,neko and ...,Doo-Wop
0,10:55〜11:05,fermata,アカペラシンガーズK.O.E.
0,11:05〜11:15,SquAir,stairways
0,11:15〜11:25,III,WALKMEN
0,11:25〜11:40,エスタラビッツ,EmoHill
0,12:00〜12:15,Soregashi,CrazyClef
0,12:15〜12:25,Correa,Lapis
0,12:25〜12:35,蜻蛉,BeBap!
0,12:35〜12:45,CONTEXT,stairways
0,12:45〜12:55,Merlot,LaVoce
0,12:55〜13:10,AUGMENT6,アカペラシンガーズK.O.E.
0,13:30〜13:40,藍染メロディ,Musik Spiel
0,13:40〜13:50,肘肩歳ぞう,
0,13:50〜14:00,劇男☆ハモり座,
0,14:00〜14:10,からあげ大臣,Musik Spiel
0,14:10〜14;20,すたんぶる。,WALKMEN
0,14:20〜14:30,ACHA,BeBap!
0,14:30〜14:40,♭5,T.o.N.E.
0,15:00〜15:10,shout,SoundArts
0,15:10〜15:20,MK6,stairways
0,15:20〜15:30,ShandyGaff,MUSE
0,15:30〜15:40,ぱすてる,T.o.N.E.
0,15:40〜15;50,感謝感激ガンキャノン,Always With Smile
0,15:50〜16:00,GABAN,Smile
0,16:00〜16:10,Off Recordings,
0,16:30〜16:45,Goonies,鳴声刺心
0,16:45〜16:55,Lemonade,CrazyClef
0,16:55〜17:05,leris,Street Corner Symphony OB
0,17:05〜17:15,The Snatch!,SoundArts
0,17:15〜17:25,Noctiluca,Musik Spiel
0,17:25〜17:35,ジョージ・クリーミー,VOICE TRAINING部
0,17:35〜17:45,雨宿り,Voice Of Voices
0,17:45〜18:00,Fan-Fare,
1,10:00〜10:15,pone,JACK
1,10:15〜10:30,333,ハモハモ
1,10:30〜10:45,Lucky Strike,
1,10:45〜10:55,ゲンタと行くっす。,stairways
1,10:55〜11:05,play-P-rhythm,LaVoce
1,11:05〜11:15,花結び,T.o.N.E.
1,11:15〜11:25,barcarole,Street Corner Symphony
1,11:25〜11:40,四代目歌貴族,WALKMEN
1,12:00〜12:15,righTone,アカペラシンガーズK.O.E.
1,12:15〜12:25,藤子・F・ふじこ,WALKMEN
1,12:25〜12:35,コクうま。,L'arbre de Harmonie
1,12:35〜12:45,Basstarz☆,T.o.N.E.
1,12:45〜12:55,わたぐも,CrazyClef
1,12:55〜13:10,東雲,CrazyClef
1,13:30〜13:40,pomme veiℓ,T.o.N.E.
1,13:40〜13:50,MsTK,L'arbre de Harmonie
1,13:50〜14:00,Descanso!,☆☆☆
1,14:00〜14:10,FIVE KEYS,Street Corner Symphony
1,14:10〜14:20,Agua-Blanco,SoundArts
1,14:20〜14:30,六味,
1,14:30〜14:40,あす○ぱら,アカペラシンガーズK.O.E.
1,15:00〜15:10,トランキーロ,WALKMEN
1,15:10〜15:20,雫,　
1,15:20〜15:30,Andante,アカペラシンガーズK.O.E.
1,15:30〜15:40,こるまーる,Street Corner Symphony
1,15:40〜15:50,soundrops,CrazyClef
1,15:50〜16:00,じぇにじぇにー！！,JADE
1,16:00〜16:10,灯和,Musik Spiel
1,16:30〜16:45,品品,
1,16:45〜16:55,あすなろ,L'arbre de Harmonie
1,17:05〜17:15,Coltrane,Street Corner Symphony
1,17:15〜17:25,もふうううん,reMix
1,17:25〜17:35,クマノミ,
1,17:35〜17:45,Silly Billy,Lapis
1,17:45〜18:00,リストラーズ,　
2,10:30〜10:45,林檎病,Twinkle
2,10:45〜10:55,Jack In The Do-Nuts,T.o.N.E.
2,10:55〜11:05,Men-Band-C,カンパリオレンジ
2,11:05〜11:15,Modal Nodes,L'arbre de Harmonie
2,11:15〜11:25,北の丸むすび,BeBap!
2,11:25〜11:40,RUCCA,Infini
2,12:00〜12:15,Flytone,
2,12:15〜12:25,yummy!!,hum
2,12:25〜12:35,神の見えざる手,JADE
2,12:35〜12:45,fulVoice,LaVoce
2,12:45〜12:55,fox Q,WALKMEN
2,12:55〜13:10,CLAWs,L'arbre de Harmonie
2,13:30〜13:40,poker,T.o.N.E.
2,13:40〜13:50,【Trio:refrain】,stairways
2,13:50〜14:00,Union Crow,CrazyClef
2,14:00〜14:10,Nocturne,Street Corner Symphony
2,14:10〜14:20,ApoLLo,CHOCOLETZ
2,14:20〜14:30,セントポリアンヌ号,
2,14:30〜14:40,ROCK OFF,鳴声刺心
2,15:00〜15:10,galaxy baaaaan!,T.o.N.E.
2,15:10〜15:20,Grosse,TheFirstCry
2,15:20〜15:30,CloveR,MAM
2,15:30〜15:40,あめんぼえくぼ,えどむらさき
2,15:40〜15:50,柊,T.o.N.E.
